Contract Type,Contract Capacity (MW),Facility Name,Supplier Legal Name,Contract Status,Contract Term (Yrs),Milestone Commercial Operation Date,Term Start Date,Term End Date,Fuel Group,Technology,Fuel Type,Connection Type,Closest City/Town,Upper Municipality,IESO Zone,Regional Planning Zone
FIT 3,0.5,Emma Cardiff 2,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,12-Feb-19,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Cardiff,Hastings,East,Windsor-Essex
FIT 3,0.5,Painter,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,04-Oct-18,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Coe Hill,Hastings,East,Sudbury/Algoma
FIT 3,0.5,1 - Messenger Freight,Messenger Project LP,CO,20,10-Oct-16,17-May-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,St. Thomas,Elgin,West,Peterborough to Kingston
FIT 3,0.5,GreenLife Solar 12,GreenLife Solar Projects Inc.,CO,20,29-Aug-17,22-Jan-19,28-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Harwood,Northumberland,East,Burlington to Nanticoke
FIT 3,0.5,SunEdison ON-11-0074,GSC Southlake Solar LP,CO,20,02-Sep-17,22-Feb-19,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Merrickville,Leeds and Grenville,East,GTA North
FIT 3,0.5,C2 Hayfield URSP,2291506 Ontario INC.,CO,20,27-Aug-16,22-Feb-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Port Dover,Norfolk,Southwest,Chatham/Lambton/Sarnia
FIT 3,0.5,Marburg URSP,2291506 Ontario INC.,CO,20,27-Aug-16,26-Jan-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Port Dover,Norfolk,Southwest,Windsor-Essex
FIT 3,0.5,2010-159-04,The Corporation of the City of Windsor,CO,20,02-Mar-16,18-Aug-16,01-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Windsor,Essex,West,Niagara
FIT 3,0.5,NSPG Tracker Project,NORTH SHORE POWER GROUP INC.,CO,20,14-Apr-18,20-Jul-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Blind River,Algoma,Northeast,Greater Bruce/Huron
FIT 3,0.5,Kanata Recreation Complex,Hydro Ottawa Holding Inc.,CO,20,16-Mar-16,15-Jul-16,15-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Toronto
FIT 3,0.5,MEL-311 BOWES,2391395 Ontario Inc.,CO,20,21-Oct-16,08-Mar-17,20-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Concord,York,Toronto,London Area
FIT 3,0.5,Kelly South,Peterborough Solar Projects Corporation,CO,20,10-Apr-18,29-May-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Bancroft,Hastings,East,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.5,SunEdison ON-11-0623,Solar Provider Canada Power Health LP,CO,20,02-Sep-17,15-Nov-16,14-Nov-36,Renewables,Solar Ground Mounted,Solar,Dx,Orillia,Simcoe,Essa,GTA East
FIT 3,0.5,Paquette,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,04-Oct-18,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Coe Hill,Hastings,East,Toronto
FIT 3,0.5,NSPG Fixed 300,NORTH SHORE POWER GROUP INC.,CO,20,16-Sep-17,26-Sep-17,15-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Blind River,Algoma,Northeast,Peterborough to Kingston
FIT 3,0.5,Cook Property,Biidaaske Inc.,CO,20,10-Apr-18,19-Sep-18,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Tara,Bruce,Southwest,North/East of Sudbury
FIT 3,0.5,Grasshopper 100 Ironside,Grasshopper Solar FIT Projects Inc.,CO,20,27-Aug-16,17-Mar-16,16-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,London Area
FIT 3,0.5,GreenLife Solar 17,GreenLife Solar Projects Inc.,CO,20,10-Apr-18,29-Apr-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Lakefield,Peterborough,East,Greater Ottawa
FIT 3,0.5,SunEdison ON-11-0198,GSC Southlake Solar LP,CO,20,21-Apr-18,21-Oct-19,20-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Campbellcroft,Northumberland,East,Toronto
FIT 3,0.5,Kirkland Lake #2,The Town of Kirkland Lake Solar Inc.,CO,20,18-Sep-17,18-Mar-19,17-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Kirkland Lake,Timiskaming,Northeast,Toronto
FIT 3,0.5,Matachewan - Opposite Township Office,Energie Matachewan Energy Inc.,CO,20,18-Sep-17,18-Mar-19,17-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Matachewan,Timiskaming,Northeast,Niagara
FIT 3,0.5,Scheurer,Peterborough Solar Projects Corporation,CO,20,21-Apr-18,18-Mar-19,20-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Coe Hill,Hastings,East,South Georgian Bay/Muskoka
FIT 3,0.5,Watson,Peterborough Solar Projects Corporation,CO,20,14-Apr-18,20-Dec-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Bancroft,Hastings,East,Northwest Ontario
FIT 3,0.5,ET KI1,Community Solar Assets 4 Limited,CO,20,10-Apr-18,08-Jun-17,07-Jun-37,Renewables,Solar Ground Mounted,Solar,Dx,Elginburg,Frontenac,East,Burlington to Nanticoke
FIT 3,0.5,USS Gates North URSP,2291506 Ontario INC.,CO,20,27-Aug-16,22-Feb-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Port Dover,Norfolk,Southwest,Greater Ottawa
FIT 3,0.5,SFF 8,2387282 Ontario Inc.,CO,20,14-Apr-18,17-Sep-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Peterborough,Peterborough,East,Toronto
FIT 3,0.5,AP MUNI P3,AP MUNI P3 LP,CO,20,02-Sep-17,12-Nov-17,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Alfred,Prescott and Russell,Ottawa,Greater Ottawa
FIT 3,0.5,GT CH4,Community Solar Assets 4 Limited,CO,20,28-Aug-17,11-Oct-17,27-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Englehart,Timiskaming,Northeast,Burlington to Nanticoke
FIT 3,0.5,QPA Grd 169 Coop,QS4 2012 LP,CO,20,29-Aug-17,23-Jan-17,22-Jan-37,Renewables,Solar Ground Mounted,Solar,Dx,Kerwood,Middlesex,West,Niagara
FIT 3,0.5,SFF 14,2387282 Ontario Inc.,CO,20,14-Apr-18,11-Jun-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Newburgh,Lennox and Addington,East,GTA East
FIT 3,0.5,Rising Sun Solar Old Muskoka,Rising Sun Community Power Corp.,CO,20,23-Apr-18,13-Feb-19,22-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Utterson,Muskoka,Essa,Greater Ottawa
FIT 3,0.5,GGELP_0026,Gengrowth Energy LP,CO,20,27-Aug-17,31-May-18,26-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Peterborough,Peterborough,East,Toronto
FIT 3,0.5,Matachewan - Landfill,Energie Matachewan Energy Inc.,CO,20,14-Apr-18,15-Aug-19,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Matachewan,Timiskaming,Northeast,London Area
FIT 3,0.5,Cox,Peterborough Solar Projects Corporation,CO,20,10-Apr-18,26-Apr-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Bancroft,Hastings,East,Niagara
FIT 3,0.5,25a - Skipper 2,SIF Amber (3.5) Project LP,CO,20,10-Oct-16,31-Jan-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Aylmer,Elgin,West,Toronto
FIT 3,0.5,Obrien,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,11-Feb-19,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Coe Hill,Hastings,East,South Georgian Bay/Muskoka
FIT 3,0.5,SPN 319,OFIT GM INC.,CO,20,16-Oct-16,14-Sep-17,15-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 3,0.5,SFF 11,2387282 Ontario Inc.,CO,20,28-Mar-20,28-Feb-20,28-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Newburgh,Lennox and Addington,East,South Georgian Bay/Muskoka
FIT 3,0.5,Forcier,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,08-Feb-19,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Bancroft,Hastings,East,Greater Bruce/Huron
FIT 3,0.5,Derby Works Yard,Biidaaske Inc.,CO,20,29-Aug-17,22-Feb-19,28-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Owen Sound,Grey,Southwest,Greater Bruce/Huron
FIT 3,0.5,Northam Building 3,Orillia Power Generation Corporation,CO,20,16-Mar-16,13-Sep-16,15-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Cobourg,Northumberland,East,GTA West
FIT 3,0.5,Helios - Queensway,Helios Whitefish River First Nation Limited Partnership,CO,20,10-Apr-18,05-Jun-17,04-Jun-37,Renewables,Solar Ground Mounted,Solar,Dx,Espanola,Sudbury,Northeast,South Georgian Bay/Muskoka
FIT 3,0.5,SunEdison ON-11-0168,GSC Southlake Solar LP,CO,20,02-Sep-17,22-Feb-19,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Smiths Falls,Lanark,East,Windsor-Essex
FIT 3,0.5,GT CH8,Community Solar Assets 4 Limited,CO,20,27-Aug-17,22-Sep-17,26-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Englehart,Timiskaming,Northeast,Greater Bruce/Huron
FIT 3,0.5,GreenLife Solar 5,GreenLife Solar Projects Inc.,CO,20,10-Apr-18,06-Sep-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Hastings,Northumberland,East,Burlington to Nanticoke
FIT 3,0.5,EMP-12809 TELEPHONE,2387276 Ontario Inc.,CO,20,14-Apr-18,29-Mar-19,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Colborne,Northumberland,East,Greater Bruce/Huron
FIT 3,0.5,Kyte,Peterborough Solar Projects Corporation,CO,20,10-Apr-18,12-Feb-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Coe Hill,Hastings,East,Windsor-Essex
FIT 3,0.5,MLT-3655A WESTON,2387281 Ontario Inc.,CO,20,16-Oct-16,18-Apr-17,15-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 3,0.5,Switzer G,Peterborough Solar Projects Corporation,CO,20,10-Apr-18,14-Mar-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Bancroft,Hastings,East,Toronto
FIT 3,0.5,Parish,Peterborough Solar Projects Corporation,CO,20,03-Sep-17,15-Nov-18,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Haliburton,Haliburton,Essa,South Georgian Bay/Muskoka
FIT 3,0.5,SFF 9,2387282 Ontario Inc.,CO,20,14-Apr-18,11-Jun-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Newburgh,Lennox and Addington,East,Greater Ottawa
FIT 3,0.5,Stronach Aurora Recreation Complex,Community Solar Assets 2 Limited,CO,20,02-Mar-16,02-Sep-16,01-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Aurora,York,Essa,GTA West
FIT 4,0.5,903-JV-221 Peggs Mountain,2405514 Ontario Inc.,CO,20,15-Sep-19,15-Aug-19,14-Aug-39,Renewables,Solar Ground Mounted,Solar,Dx,Burks Falls,Parry Sound,Essa,Greater Ottawa
FIT 4,0.5,390 Thomas Street,MPI RT Solar 1 LP,CO,20,23-Feb-18,29-Mar-18,22-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Ingersoll,Oxford,Southwest,South Georgian Bay/Muskoka
FIT 4,0.5,760-DT-175 Stahls Rd,2469780 Ontario Inc.,CO,20,13-Sep-19,27-Aug-19,26-Aug-39,Renewables,Solar Ground Mounted,Solar,Dx,Huntsville,Muskoka,Essa,GTA West
FIT 4,0.5,874-DT-204 North Pickerel,2405514 Ontario Inc.,CO,20,13-Sep-19,15-Aug-19,14-Aug-39,Renewables,Solar Ground Mounted,Solar,Dx,Burks Falls,Parry Sound,Essa,Greater Ottawa
FIT 4,0.5,Moorefield Wind,Moorefield Wind 1 Inc.,CO,20,23-Aug-19,16-May-17,15-May-37,Renewables,Wind - On-Shore,Wind,Dx,Palmerston,Wellington,Southwest,GTA North
FIT 4,0.5,1473 Gingerich Rd - Erb Transport,SUNSHARE4 LP,CO,20,08-Mar-18,08-Aug-18,07-Mar-38,Renewables,Solar Rooftop,Solar,Dx,New Hamburg,Waterloo,Southwest,Peterborough to Kingston
FIT 4,0.5,John Beattie Farms Limited-CH034,SCCEC 4.0 LP,CO,20,05-Apr-19,04-Jun-18,03-Jun-38,Renewables,Solar Rooftop,Solar,Dx,Alliston,Simcoe,Southwest,Toronto
FIT 4,0.5,SCI CE3,Ramara Solar Projects LP,CO,20,13-Nov-19,11-Nov-19,10-Nov-39,Renewables,Solar Ground Mounted,Solar,Dx,Orillia,Simcoe,Essa,GTA West
FIT 4,0.5,1 Summerlea Road,Menkes Summerlea Holdings Inc.,CO,20,11-Feb-18,28-Nov-17,27-Nov-37,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,St. Lawrence
FIT 4,0.5,ERKASOLAR,Pantone I Real Estate Inc.,CO,20,13-Mar-18,07-Feb-18,06-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Lincoln,Niagara,Niagara,Toronto
FIT 4,0.5,SS Keswick,HC1 LP,CO,20,11-Feb-18,06-Jul-18,10-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Keswick,York,Essa,Kitchener-Waterloo-Guelph-Cambridge
FIT 4,0.5,Adidas Solar,The Corporation of the County of Brant & Adidas Canada Limited,CO,20,08-Mar-18,08-Mar-18,07-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Paris,Brant,Southwest,Toronto
FIT 4,0.5,Finch Yard,City of Toronto,CO,20,25-Feb-18,31-Jan-18,30-Jan-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 4,0.5,SS Newmarket,HC1 LP,CO,20,11-Feb-18,20-Jul-18,10-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Newmarket,York,Essa,Toronto
FIT 4,0.5,Derry,Milton Energy and Generation Solutions Inc,CO,20,23-Feb-18,03-Aug-17,02-Aug-37,Renewables,Solar Rooftop,Solar,Dx,Milton,Halton,Southwest,Toronto
FIT 4,0.5,MALETTE 500,ASM SOLAR P2 LP,CO,20,29-Mar-18,15-May-18,28-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Lefaivre,Prescott and Russell,Ottawa,Toronto
FIT 4,0.5,HOY 500,ASM SOLAR G1 LP,CO,20,27-Sep-19,18-Jan-19,17-Jan-39,Renewables,Solar Ground Mounted,Solar,Dx,Hawkesbury,Prescott and Russell,Ottawa,South Georgian Bay/Muskoka
FIT 4,0.5,71 Rexdale Solar PV,Toronto Hydro-Electric System Limited,CO,20,15-Mar-18,08-Mar-18,07-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 4,0.5,HUC100,Factory Solar LP,CO,20,06-Mar-18,06-Sep-18,05-Mar-38,Renewables,Solar Rooftop,Solar,Dx,London,Middlesex,West,Toronto
FIT 4,0.5,715 Milner Solar PV,Toronto Hydro-Electric System Limited,CO,20,13-Mar-18,13-Mar-18,12-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Windsor-Essex
FIT 4,0.5,601-DT-ANP053,2405402 Ontario Inc.,CO,20,29-Sep-19,20-Aug-19,19-Aug-39,Renewables,Solar Ground Mounted,Solar,Dx,Kinburn,Ottawa,East,Greater Ottawa
FIT 4,0.5,108 Thorold Rd,The Corporation of the City of Welland and Welland Hydro Energy Services Corp.,CO,20,23-Aug-19,22-May-18,21-May-38,Renewables,Solar Ground Mounted,Solar,Dx,Welland,Niagara,Niagara,GTA North
FIT 4,0.5,WES 500 2015,1382839 Ontario Inc.,CO,20,13-Mar-18,17-Jul-18,12-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,St. Lawrence
FIT 4,0.5,IKEA Burlington,IKEA Properties Ltd.,CO,20,28-Feb-18,28-Feb-18,27-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Burlington,Halton,Southwest,GTA West
FIT 4,0.5,5 - SPN366,SPN LP 10,CO,20,22-Mar-18,19-Sep-18,21-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,GTA West
FIT 4,0.5,21 Union St Sundridge,Saturn Solar 4 LP,CO,20,20-Sep-19,17-May-19,16-May-39,Renewables,Solar Ground Mounted,Solar,Dx,Sundridge,Parry Sound,Essa,London Area
FIT 4,0.5,950 East Main St.,The Corporation of the City of Welland and Welland Hydro Energy Services Corp.,CO,20,08-Sep-19,31-May-18,30-May-38,Renewables,Solar Ground Mounted,Solar,Dx,Welland,Niagara,Niagara,Kitchener-Waterloo-Guelph-Cambridge
FIT 4,0.5,OMG Solar Park North,Oxford Community Solar One LP,CO,20,20-Sep-19,28-Jun-19,27-Jun-39,Renewables,Solar Ground Mounted,Solar,Dx,Woodstock,Oxford,Southwest,Toronto
FIT 5,0.5,11 Beacon Lane,2531789 Ontario Inc.,CO,20,18-Dec-20,05-Jan-21,17-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Parry Sound,Parry Sound,Essa,GTA North
FIT 5,0.5,5313 DG-1097 HIGHWAY 6,Northern Development Solar 2016 Inc.,CO,20,03-Oct-20,30-Sep-20,29-Sep-40,Renewables,Solar Ground Mounted,Solar,Dx,Wiarton,Bruce,Southwest,Kitchener-Waterloo-Guelph-Cambridge
FIT 5,0.5,SD 75,Wahgoshig Solar FIT5 LP,CO,20,17-Oct-20,01-Oct-20,01-Oct-40,Renewables,Solar Ground Mounted,Solar,Dx,Parry Sound,Parry Sound,Essa,South Georgian Bay/Muskoka
FIT 5,0.5,zB3 ARAR 57,2503072 Ontario Inc.,CO,20,10-Oct-20,28-Feb-20,28-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Orangeville,Dufferin,Southwest,St. Lawrence
FIT 5,0.5,zB5 MSMN 30,2405799 Ontario Inc.,CO,20,16-Nov-20,13-Nov-20,13-Nov-40,Renewables,Solar Ground Mounted,Solar,Dx,Woodville,Kawartha Lakes,Essa,Kitchener-Waterloo-Guelph-Cambridge
FIT 5,0.5,zB4 BE 11,2503072 Ontario Inc.,CO,20,10-Oct-20,06-Feb-20,06-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Picton,Prince Edward,East,St. Lawrence
FIT 5,0.5,zC1 MCML 82,2503072 Ontario Inc.,CO,20,10-Oct-20,06-Feb-20,06-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Picton,Prince Edward,East,Burlington to Nanticoke
FIT 5,0.5,zC1 MCML 81,2503225 Ontario Inc.,CO,20,10-Oct-20,06-Feb-20,06-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Picton,Prince Edward,East,Burlington to Nanticoke
FIT 5,0.5,37 Black Road,2531789 Ontario Inc.,CO,20,18-Dec-20,05-Jan-21,17-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Parry Sound,Parry Sound,Essa,Toronto
FIT 5,0.5,BTBA 85,Wahgoshig Solar FIT5 LP,CO,20,17-Oct-20,18-Sep-20,18-Sep-40,Renewables,Solar Ground Mounted,Solar,Dx,Drumbo,Oxford,Southwest,GTA West
FIT 5,0.5,BPSL 69,Wahgoshig Solar FIT5 LP,CO,20,17-Oct-20,08-Oct-20,08-Oct-40,Renewables,Solar Ground Mounted,Solar,Dx,Nobel,Parry Sound,Essa,Niagara
FIT 5,0.5,PWPJ 65,Wahgoshig Solar FIT5 LP,CO,20,17-Oct-20,07-Oct-20,07-Oct-40,Renewables,Solar Ground Mounted,Solar,Dx,Tara,Bruce,Southwest,GTA West
FIT 5,0.5,zC3 MEMSMSMC 05,2503225 Ontario Inc.,CO,20,19-Dec-20,15-Dec-20,15-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Picton,Prince Edward,East,Greater Bruce/Huron
FIT 5,0.5,2 Leeds Road,2531789 Ontario Inc.,CO,20,18-Dec-20,05-Jan-21,17-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Parry Sound,Parry Sound,Essa,GTA West
FIT 5,0.5,SR 63,2503225 Ontario Inc.,CO,20,05-Oct-20,26-Jun-20,26-Jun-40,Renewables,Solar Ground Mounted,Solar,Dx,Parry Sound,Parry Sound,Essa,South Georgian Bay/Muskoka
FIT 5,0.5,"275 Finchdene Square, Scarborough",2531789 Ontario Inc.,CO,20,24-May-19,06-Jun-19,23-May-39,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
HCI,0.5,Devil's Gap Generating Station,Bracebridge Generation Ltd.,CO,20,01-Jun-10,01-Jun-10,01-Jun-30,Renewables,Hydroelectricity,Waterpower,Dx,Gooderham,Kawartha Lakes,Essa,South Georgian Bay/Muskoka
FIT 3,0.499994,Solexica - 218 Wilkinson,Solexica Solar Brampton GP,CO,20,23-Oct-16,05-Apr-17,22-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,GTA North
FIT 3,0.499994,Solexica - 100 Westcreek,Solexica Solar Brampton GP,CO,20,23-Oct-16,05-Apr-17,22-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,GTA West
FIT 3,0.499994,Solexica - 9446 McLaughlin,Solexica Solar Brampton GP,CO,20,23-Oct-16,05-Apr-17,22-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,North/East of Sudbury
FIT 1,0.499875,Russell West,Roberge Energy West Inc.,CO,20,28-Jun-14,04-Sep-15,27-Jun-34,Renewables,Solar Ground Mounted,Solar,Dx,Fauquier,Cochrane,Northeast,London Area
FIT 1,0.499875,Russell Solar,Roberge Energy South Inc.,CO,20,23-Jun-14,04-Sep-15,22-Jun-34,Renewables,Solar Ground Mounted,Solar,Dx,Fauquier,Cochrane,Northeast,Burlington to Nanticoke
FIT 1,0.499875,Williamson Solar,Solaire Kapuskasing Solar Inc.,CO,20,03-Aug-14,04-Sep-15,03-Sep-35,Renewables,Solar Ground Mounted,Solar,Dx,Harty,Cochrane,Northeast,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,0.49987,Owens Solar,Solaire Kapuskasing Solar Inc.,CO,20,12-Aug-14,06-Oct-14,05-Oct-34,Renewables,Solar Ground Mounted,Solar,Dx,Val Rita,Cochrane,Northeast,North/East of Sudbury
FIT 4,0.4995,1 - SPN447,SPN LP 10,CO,20,20-Mar-18,19-Sep-18,19-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,Peterborough to Kingston
FIT 4,0.4995,4 - SPN448,SPN LP 10,CO,20,22-Mar-18,19-Sep-18,21-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,St. Lawrence
FIT 1,0.499,Maryland Farms Biogas,Maryland Farms Biogas Ltd.,CO,20,01-Apr-13,10-May-12,09-May-32,Renewables,Bioenergy,Biogas,Dx,Reaboro,Kawartha Lakes,Essa,London Area
FIT 1,0.499,Petrocorn,Petro Corn Inc.,CO,20,19-Mar-13,02-Apr-12,01-Apr-32,Renewables,Bioenergy,Biogas,Dx,Curran,Prescott and Russell,Ottawa,Niagara
FIT 1,0.499,Kirchmeier Farms Biogas,Kirchmeier Renergy Inc.,CO,20,10-Jun-13,18-Jul-12,17-Jul-32,Renewables,Bioenergy,Biogas,Dx,St. Isidore,Prescott and Russell,Ottawa,Peterborough to Kingston
FIT 1,0.499,Quinte Sports Centre Solar Farm,The Corporation of the City of Belleville,CO,20,30-Apr-12,16-Feb-12,15-Feb-32,Renewables,Solar Rooftop,Solar,Dx,Belleville,Hastings,East,GTA West
FIT 1,0.499,Delft Blue Veal Inc - Biogas,Delft Blue Veal Inc,CO,20,09-Apr-13,15-Sep-10,14-Sep-30,Renewables,Bioenergy,Biogas,Dx,Cambridge,Waterloo,Southwest,Burlington to Nanticoke
FIT 1,0.499,Ledgecroft Farms - Biogas System,Ledgecroft Farms Inc.,CO,20,10-Mar-13,22-Apr-10,21-Apr-30,Renewables,Bioenergy,Biogas,Dx,Seeleys Bay,Leeds and Grenville,East,Kitchener-Waterloo-Guelph-Cambridge
FIT 2,0.499,Grasshopper 140 McLevin,ICM Realty Group Solar 2013 Inc.,CO,20,23-Apr-15,10-Jul-15,22-Apr-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Windsor-Essex
RESOP,0.499,Fepro Farms (Klaesi Farm),Fritz Klaesi and Paul Klaesi,CO,20,,01-Nov-07,31-May-28,Renewables,Bioenergy,Biogas,Dx,Cobden,Renfrew,East,Peterborough to Kingston
FIT 1,0.4988,Port Authority Bldg. 2,Solar Income Fund LP (#2),CO,20,21-Jul-14,12-Mar-14,11-Mar-34,Renewables,Solar Rooftop,Solar,Dx,Thunder Bay,Thunder Bay,Northwest,Toronto
FIT 1,0.498,Donnandale Farms Inc.,Donnandale Farms Inc.,CO,20,10-Mar-13,23-Aug-10,22-Aug-30,Renewables,Bioenergy,Biogas,Dx,Stirling,Hastings,East,Toronto
FIT 1,0.498,Carleton Corner Farms Ltd.,Carleton Corner Farms Ltd.,CO,20,25-Mar-14,08-Aug-12,07-Aug-32,Renewables,Bioenergy,Biogas,Dx,Russell,Prescott and Russell,Ottawa,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,0.498,Jockvalley Farms Limited,Jockvalley Farms Ltd,CO,20,18-Mar-14,01-Sep-12,31-Aug-32,Renewables,Bioenergy,Biogas,Dx,Ashton,Lanark,East,St. Lawrence
FIT 1,0.498,Schouten Corner View Farms Ltd.,Schouten Corner View Farms Ltd.,CO,20,06-Sep-14,17-Jan-14,16-Jan-34,Renewables,Bioenergy,Biogas,Dx,Richmond,Ottawa,Ottawa,Chatham/Lambton/Sarnia
FIT 1,0.498,Athlone Farms Inc.,Athlone Bio Power Inc.,CO,20,07-Jun-14,16-Apr-13,15-Apr-33,Renewables,Bioenergy,Biogas,Dx,Tavistock,Oxford,Southwest,GTA North
FIT 1,0.498,Clearydale Farms,Clearydale Farms,CO,20,20-Jan-13,22-May-13,19-Jan-33,Renewables,Bioenergy,Biogas,Dx,Spencerville,Leeds and Grenville,East,Toronto
FIT 3,0.498,SPN 251,LDREC SPN LP,CO,20,10-Oct-16,23-Feb-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,London,Middlesex,West,London Area
FIT 3,0.4975,QPA Grd 2,ME10 2012 LP,CO,20,03-Sep-17,10-May-17,09-May-37,Renewables,Solar Ground Mounted,Solar,Dx,Granton,Middlesex,West,Peterborough to Kingston
FIT 4,0.497395,JAZZ MIIGWETCH X,JAZZ MIIGWETCH X LP,CO,20,29-Mar-18,10-Sep-18,28-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Vars,Ottawa,Ottawa,Greater Ottawa
